Suit_Card_1,Rank_Card_1,Suit_Card_2,Rank_Card_2,Suit_Card_3,Rank_Card_3,Suit_Card_4,Rank_Card_4,Suit_Card_5,Rank_Card_5,Poker_Hand
Spades,Ace,Diamonds,Three,Diamonds,Jack,Clubs,Jack,Spades,Eight,One_Pair
Diamonds,Six,Clubs,Five,Hearts,Jack,Diamonds,Five,Spades,Ace,One_Pair
Hearts,Nine,Hearts,Queen,Hearts,Jack,Spades,Three,Diamonds,Five,Nothing
Spades,Ace,Diamonds,King,Diamonds,Ten,Diamonds,Five,Hearts,Eight,Nothing
Spades,King,Spades,Eight,Diamonds,Queen,Diamonds,Five,Spades,Two,Nothing
Diamonds,Ten,Clubs,Queen,Hearts,Three,Clubs,Three,Spades,Nine,One_Pair
Diamonds,Ten,Clubs,Seven,Clubs,Eight,Spades,Five,Hearts,Eight,One_Pair
Diamonds,Four,Hearts,Jack,Hearts,Three,Spades,Five,Spades,King,Nothing
Clubs,Five,Diamonds,Queen,Clubs,Nine,Clubs,Seven,Diamonds,Nine,One_Pair
Spades,Seven,Clubs,Ten,Spades,Six,Hearts,Six,Hearts,Five,One_Pair
Clubs,Seven,Diamonds,Eight,Diamonds,Jack,Spades,King,Spades,Queen,Nothing
Clubs,Seven,Spades,Six,Clubs,Eight,Clubs,Two,Spades,Five,Nothing
Spades,King,Clubs,Five,Clubs,Three,Clubs,Nine,Clubs,Jack,Nothing
Spades,Five,Clubs,Four,Diamonds,Three,Hearts,Four,Clubs,Eight,One_Pair
Clubs,Four,Clubs,Ten,Spades,Six,Diamonds,Three,Clubs,Ace,Nothing
Spades,Nine,Clubs,Jack,Clubs,Two,Hearts,Jack,Spades,Jack,Three_Kind
Diamonds,Two,Spades,Queen,Clubs,King,Hearts,Jack,Hearts,Two,One_Pair
Diamonds,Ace,Clubs,Jack,Hearts,Ten,Spades,Five,Hearts,Nine,Nothing
Clubs,Ace,Spades,Ace,Clubs,Two,Spades,King,Hearts,Four,One_Pair
Clubs,Seven,Spades,Four,Hearts,Three,Hearts,Queen,Diamonds,Two,Nothing
Spades,Nine,Hearts,Eight,Spades,King,Diamonds,Eight,Spades,Seven,One_Pair
Spades,Seven,Hearts,Queen,Diamonds,Queen,Hearts,Jack,Diamonds,King,One_Pair
Clubs,Queen,Hearts,Two,Diamonds,Queen,Diamonds,King,Diamonds,Ace,One_Pair
Spades,Seven,Clubs,King,Hearts,Three,Spades,Nine,Clubs,Two,Nothing
Clubs,Six,Hearts,Ace,Clubs,Ace,Hearts,Nine,Diamonds,Seven,One_Pair
Diamonds,King,Clubs,Three,Clubs,Jack,Diamonds,Nine,Diamonds,Eight,Nothing
Clubs,Ten,Clubs,Jack,Clubs,Seven,Hearts,Five,Clubs,Four,Nothing
Clubs,Ten,Clubs,Nine,Spades,Eight,Diamonds,Ten,Diamonds,Nine,Two_Pairs
Hearts,Nine,Diamonds,Three,Spades,Five,Clubs,Jack,Spades,Four,Nothing
Spades,Queen,Hearts,Two,Diamonds,Nine,Spades,Nine,Clubs,Nine,Three_Kind
Diamonds,Jack,Hearts,Queen,Spades,Three,Spades,Jack,Clubs,Three,Two_Pairs
Spades,Seven,Spades,Five,Clubs,Queen,Clubs,Seven,Diamonds,Queen,Two_Pairs
Diamonds,Two,Hearts,Jack,Diamonds,Six,Spades,Five,Spades,King,Nothing
Hearts,Two,Hearts,Eight,Diamonds,Queen,Clubs,Ace,Diamonds,Six,Nothing
Diamonds,Queen,Hearts,Eight,Diamonds,Ten,Clubs,Three,Clubs,Jack,Nothing
Diamonds,Three,Diamonds,Eight,Clubs,Five,Hearts,Nine,Spades,Eight,One_Pair
Spades,Nine,Hearts,Two,Spades,Three,Diamonds,Six,Clubs,Five,Nothing
Hearts,King,Clubs,Five,Hearts,Eight,Spades,Ten,Clubs,Six,Nothing
Clubs,Ace,Spades,Ace,Hearts,Three,Hearts,Five,Clubs,Four,One_Pair
Clubs,Queen,Spades,Ten,Diamonds,Three,Clubs,Jack,Hearts,Ten,One_Pair
Spades,Nine,Diamonds,Three,Clubs,Ace,Diamonds,Queen,Clubs,King,Nothing
Hearts,Nine,Clubs,King,Diamonds,Two,Clubs,Three,Diamonds,Ten,Nothing
Diamonds,Four,Clubs,Ten,Spades,Six,Diamonds,Ace,Hearts,Five,Nothing
Spades,Ace,Spades,Eight,Clubs,Four,Clubs,Jack,Diamonds,Seven,Nothing
Diamonds,Queen,Hearts,Six,Spades,Six,Clubs,Ten,Spades,Ace,One_Pair
Diamonds,Ace,Hearts,King,Hearts,Six,Spades,Ace,Spades,Four,One_Pair
Diamonds,Three,Clubs,King,Hearts,King,Spades,Ten,Spades,Seven,One_Pair
Hearts,Four,Diamonds,Ace,Spades,Queen,Hearts,Jack,Hearts,Ace,One_Pair
Diamonds,Queen,Diamonds,Five,Clubs,Ten,Spades,Eight,Clubs,Nine,Nothing
Diamonds,Nine,Diamonds,Five,Hearts,Seven,Diamonds,Queen,Hearts,Jack,Nothing
Hearts,Jack,Clubs,Seven,Spades,Six,Diamonds,Nine,Hearts,Eight,Nothing
Diamonds,Ace,Clubs,King,Spades,Six,Diamonds,Seven,Clubs,Eight,Nothing
Diamonds,Queen,Hearts,Six,Diamonds,Seven,Hearts,Ten,Spades,Eight,Nothing
Hearts,Jack,Hearts,Queen,Diamonds,Eight,Hearts,Ace,Clubs,Two,Nothing
Clubs,Two,Spades,Queen,Hearts,Five,Diamonds,Jack,Clubs,Jack,One_Pair
Clubs,Queen,Hearts,Three,Clubs,Five,Clubs,Ace,Spades,Nine,Nothing
Spades,Four,Hearts,Eight,Diamonds,Ten,Clubs,Four,Diamonds,Nine,One_Pair
Diamonds,Eight,Hearts,Eight,Spades,Three,Clubs,Four,Hearts,Seven,One_Pair
Diamonds,Ten,Spades,Nine,Clubs,Queen,Clubs,King,Spades,Queen,One_Pair
Hearts,Nine,Diamonds,Queen,Spades,Seven,Clubs,Four,Clubs,Six,Nothing
Diamonds,Two,Hearts,Nine,Diamonds,Ace,Clubs,Eight,Spades,Seven,Nothing
Clubs,Seven,Spades,Eight,Diamonds,Six,Clubs,Jack,Diamonds,Seven,One_Pair
Hearts,Ten,Clubs,Two,Spades,King,Hearts,Ace,Diamonds,Ace,One_Pair
Spades,Three,Spades,Nine,Hearts,King,Clubs,Eight,Clubs,Six,Nothing
Hearts,Five,Clubs,King,Hearts,Nine,Diamonds,Five,Spades,Six,One_Pair
Hearts,Five,Clubs,Eight,Clubs,Four,Clubs,Ten,Hearts,Eight,One_Pair
Clubs,Six,Hearts,Ace,Spades,Seven,Hearts,Two,Diamonds,Queen,Nothing
Diamonds,Four,Clubs,Six,Diamonds,Three,Hearts,Three,Hearts,Queen,One_Pair
Hearts,Seven,Clubs,Three,Clubs,Seven,Spades,Two,Spades,Four,One_Pair
Clubs,Four,Clubs,Six,Hearts,Seven,Spades,Ten,Clubs,Eight,Nothing
Spades,Queen,Spades,Ace,Clubs,Jack,Clubs,Ace,Clubs,Six,One_Pair
Spades,Three,Spades,King,Diamonds,Queen,Hearts,Ten,Spades,Jack,Nothing
Spades,King,Spades,Five,Hearts,Ace,Spades,Six,Hearts,Eight,Nothing
Clubs,Ace,Hearts,King,Spades,Ace,Diamonds,Three,Clubs,Jack,One_Pair
Diamonds,Jack,Diamonds,Eight,Spades,Eight,Hearts,Ten,Spades,Ten,Two_Pairs
Spades,Six,Diamonds,Seven,Spades,Ace,Clubs,Ten,Clubs,Jack,Nothing
Hearts,Four,Hearts,Six,Spades,King,Clubs,Jack,Spades,Six,One_Pair
Clubs,Eight,Diamonds,Five,Spades,Four,Spades,Five,Spades,Two,One_Pair
Hearts,King,Diamonds,Ten,Diamonds,Eight,Diamonds,Two,Clubs,King,One_Pair
Clubs,King,Diamonds,Nine,Hearts,Two,Spades,Ten,Hearts,Six,Nothing
Spades,Ace,Clubs,Four,Hearts,Ten,Diamonds,Seven,Clubs,Five,Nothing
Clubs,Six,Hearts,Ace,Clubs,Nine,Hearts,Five,Diamonds,Ten,Nothing
Clubs,Ten,Spades,Six,Clubs,Ace,Diamonds,Four,Hearts,Ace,One_Pair
Clubs,Ace,Clubs,Jack,Diamonds,Two,Hearts,King,Spades,Five,Nothing
Hearts,Five,Diamonds,Two,Spades,Jack,Diamonds,Six,Spades,Nine,Nothing
Clubs,Eight,Diamonds,Ace,Clubs,Queen,Hearts,Nine,Diamonds,Seven,Nothing
Hearts,Jack,Diamonds,Eight,Diamonds,Five,Diamonds,Nine,Spades,Eight,One_Pair
Clubs,Two,Diamonds,Queen,Hearts,Ace,Hearts,King,Hearts,Queen,One_Pair
Hearts,Four,Hearts,Six,Hearts,Nine,Clubs,Five,Spades,Eight,Nothing
Hearts,Jack,Clubs,Three,Clubs,Jack,Spades,Three,Spades,King,Two_Pairs
Diamonds,Jack,Clubs,Ten,Hearts,King,Hearts,Seven,Diamonds,Ten,One_Pair
Diamonds,Eight,Diamonds,Seven,Hearts,Ten,Spades,Seven,Hearts,Queen,One_Pair
Hearts,Three,Spades,King,Clubs,Queen,Clubs,Four,Clubs,Eight,Nothing
Diamonds,Ace,Hearts,King,Diamonds,Seven,Clubs,Three,Clubs,Queen,Nothing
Spades,Five,Clubs,Jack,Clubs,Three,Hearts,Seven,Clubs,Two,Nothing
Clubs,Ace,Clubs,Eight,Clubs,King,Clubs,Queen,Hearts,Ten,Nothing
Diamonds,Six,Hearts,Ten,Clubs,Six,Diamonds,Four,Diamonds,Five,One_Pair
Hearts,Two,Spades,King,Clubs,Two,Clubs,Seven,Clubs,Queen,One_Pair
Spades,Eight,Diamonds,Five,Hearts,Two,Diamonds,Queen,Diamonds,King,Nothing
Hearts,Three,Spades,Nine,Hearts,King,Diamonds,Nine,Diamonds,Seven,One_Pair
Clubs,Six,Spades,Two,Clubs,King,Hearts,Jack,Spades,Three,Nothing
Hearts,Six,Spades,Three,Spades,Jack,Clubs,Two,Hearts,Seven,Nothing
Spades,Four,Diamonds,Two,Clubs,Jack,Diamonds,Jack,Diamonds,Nine,One_Pair
Diamonds,Queen,Hearts,Nine,Spades,Six,Clubs,Two,Hearts,Queen,One_Pair
Spades,Queen,Spades,Four,Spades,Six,Clubs,Four,Hearts,Six,Two_Pairs
Diamonds,Ace,Clubs,Nine,Hearts,Three,Clubs,King,Hearts,Jack,Nothing
Diamonds,Four,Hearts,Seven,Hearts,Jack,Diamonds,Seven,Spades,Queen,One_Pair
Spades,King,Hearts,King,Clubs,Queen,Clubs,Eight,Hearts,Four,One_Pair
Diamonds,Four,Clubs,Nine,Hearts,Four,Spades,Ten,Hearts,Nine,Two_Pairs
Clubs,Four,Hearts,Seven,Diamonds,Six,Spades,Four,Spades,Five,One_Pair
Hearts,Five,Diamonds,Queen,Diamonds,Six,Hearts,Four,Hearts,Ten,Nothing
Diamonds,Four,Diamonds,Six,Spades,Four,Diamonds,Seven,Hearts,Two,One_Pair
Spades,Nine,Diamonds,Ace,Hearts,Ace,Spades,Ten,Hearts,King,One_Pair
Clubs,Ace,Diamonds,Three,Diamonds,Ten,Hearts,King,Spades,Seven,Nothing
Hearts,Three,Clubs,Two,Spades,Two,Clubs,Six,Hearts,Ace,One_Pair
Clubs,Four,Clubs,Five,Clubs,Jack,Hearts,King,Spades,Queen,Nothing
Diamonds,Seven,Spades,Four,Spades,Queen,Spades,Seven,Hearts,Jack,One_Pair
Diamonds,Eight,Diamonds,Jack,Spades,Eight,Clubs,King,Diamonds,King,Two_Pairs
Spades,Four,Diamonds,Five,Hearts,Eight,Clubs,Nine,Hearts,Ace,Nothing
Diamonds,Seven,Clubs,Ace,Diamonds,Jack,Diamonds,Two,Hearts,Six,Nothing
Diamonds,Six,Diamonds,Five,Hearts,Seven,Diamonds,Three,Hearts,Three,One_Pair
Diamonds,Five,Spades,Queen,Clubs,Jack,Spades,Seven,Hearts,Eight,Nothing
Hearts,Five,Spades,King,Hearts,Two,Clubs,Ten,Diamonds,Ace,Nothing
Diamonds,Ten,Hearts,Two,Hearts,Ten,Clubs,Seven,Clubs,Three,One_Pair
Hearts,Jack,Spades,Jack,Hearts,Nine,Diamonds,Nine,Diamonds,Two,Two_Pairs
Clubs,Two,Diamonds,Six,Clubs,Five,Diamonds,King,Diamonds,Three,Nothing
Spades,Five,Spades,King,Spades,Nine,Diamonds,Six,Diamonds,Seven,Nothing
Spades,Five,Spades,Eight,Clubs,Nine,Spades,Three,Diamonds,Two,Nothing
Hearts,Ace,Hearts,Ten,Diamonds,Ten,Diamonds,Five,Diamonds,Queen,One_Pair
Clubs,Seven,Spades,Two,Diamonds,Four,Diamonds,Ace,Spades,Nine,Nothing
Diamonds,Ten,Hearts,Six,Spades,Three,Spades,Five,Clubs,Two,Nothing
Diamonds,Eight,Diamonds,Two,Hearts,Ten,Clubs,Nine,Hearts,Ace,Nothing
Diamonds,Seven,Diamonds,Queen,Hearts,King,Clubs,Nine,Diamonds,Three,Nothing
Clubs,Seven,Clubs,Nine,Clubs,Jack,Hearts,Three,Clubs,Ace,Nothing
Clubs,Nine,Diamonds,Five,Diamonds,Six,Spades,Five,Hearts,Eight,One_Pair
Clubs,Ace,Hearts,Four,Clubs,King,Spades,Queen,Spades,Six,Nothing
Clubs,Jack,Clubs,Two,Hearts,Four,Diamonds,Seven,Diamonds,Jack,One_Pair
Spades,Nine,Spades,Ace,Spades,Eight,Hearts,Five,Clubs,Seven,Nothing
Hearts,Three,Hearts,Four,Clubs,Nine,Diamonds,Two,Hearts,King,Nothing
Clubs,Ten,Diamonds,King,Clubs,Ace,Diamonds,Three,Hearts,Seven,Nothing
Hearts,Five,Spades,Five,Hearts,Ten,Diamonds,King,Clubs,Jack,One_Pair
Clubs,Two,Diamonds,Eight,Clubs,Four,Clubs,Ten,Spades,Two,One_Pair
Spades,Ace,Clubs,Three,Spades,Nine,Spades,Six,Hearts,Five,Nothing
Diamonds,Four,Hearts,Eight,Clubs,Eight,Spades,Five,Hearts,Four,Two_Pairs
Clubs,Three,Hearts,Seven,Hearts,Nine,Diamonds,King,Diamonds,Ace,Nothing
Diamonds,Six,Diamonds,Nine,Spades,Queen,Spades,Six,Hearts,Eight,One_Pair
Hearts,Nine,Diamonds,Two,Clubs,Five,Clubs,Two,Diamonds,Three,One_Pair
Clubs,Three,Diamonds,Three,Hearts,Five,Spades,Six,Diamonds,Ace,One_Pair
Hearts,King,Hearts,Two,Spades,Five,Clubs,King,Diamonds,Queen,One_Pair
Clubs,Seven,Clubs,Two,Clubs,King,Diamonds,Ace,Hearts,Seven,One_Pair
Hearts,Jack,Spades,Four,Hearts,Four,Hearts,Two,Spades,Queen,One_Pair
Clubs,Two,Diamonds,Four,Diamonds,Queen,Diamonds,Two,Clubs,Nine,One_Pair
Diamonds,Jack,Diamonds,Five,Hearts,Ten,Diamonds,Nine,Clubs,Seven,Nothing
Diamonds,Six,Hearts,Ace,Hearts,Eight,Diamonds,King,Diamonds,Ten,Nothing
Spades,Ten,Spades,King,Spades,Five,Diamonds,Two,Clubs,Seven,Nothing
Diamonds,Ace,Spades,King,Diamonds,King,Hearts,King,Clubs,Nine,Three_Kind
Hearts,Nine,Diamonds,Seven,Diamonds,Five,Hearts,Six,Hearts,Five,One_Pair
Hearts,King,Hearts,Four,Clubs,Two,Diamonds,Four,Clubs,Five,One_Pair
Spades,Nine,Clubs,Ten,Diamonds,Queen,Spades,Two,Spades,Ace,Nothing
Hearts,Ace,Hearts,Eight,Spades,Seven,Hearts,Six,Diamonds,Ace,One_Pair
Diamonds,Two,Diamonds,Three,Hearts,Eight,Spades,Two,Clubs,Six,One_Pair
Hearts,Nine,Diamonds,Queen,Spades,Two,Hearts,Eight,Clubs,Jack,Nothing
Diamonds,Five,Hearts,Queen,Diamonds,Two,Hearts,Ace,Clubs,Four,Nothing
Clubs,Ten,Clubs,Four,Hearts,Six,Spades,Five,Hearts,Jack,Nothing
Hearts,Jack,Clubs,Jack,Spades,Two,Diamonds,Queen,Spades,Ace,One_Pair
Hearts,Eight,Hearts,Four,Clubs,Nine,Diamonds,King,Clubs,Two,Nothing
Clubs,Four,Clubs,Nine,Clubs,Three,Spades,Four,Diamonds,Jack,One_Pair
Spades,Eight,Diamonds,Five,Diamonds,King,Hearts,Eight,Diamonds,Ten,One_Pair
Clubs,Seven,Hearts,King,Clubs,Ten,Diamonds,Queen,Spades,Ten,One_Pair
Hearts,Six,Diamonds,Seven,Diamonds,Five,Hearts,Three,Diamonds,Six,One_Pair
Diamonds,Ace,Diamonds,Two,Spades,Queen,Spades,Four,Diamonds,Jack,Nothing
Clubs,Five,Clubs,Six,Diamonds,Eight,Hearts,Jack,Diamonds,Nine,Nothing
Hearts,Jack,Clubs,Ace,Diamonds,King,Hearts,Ace,Spades,Three,One_Pair
Spades,Seven,Diamonds,Ace,Hearts,Nine,Diamonds,Jack,Clubs,Queen,Nothing
Clubs,King,Spades,Ten,Diamonds,Six,Clubs,Jack,Spades,Jack,One_Pair
Hearts,Jack,Hearts,Two,Clubs,Nine,Spades,Eight,Spades,Four,Nothing
Spades,Two,Spades,Seven,Clubs,Eight,Hearts,Ace,Diamonds,Queen,Nothing
Spades,Seven,Diamonds,King,Hearts,King,Clubs,Seven,Hearts,Two,Two_Pairs
Spades,Eight,Spades,Ten,Hearts,Ten,Spades,Five,Clubs,King,One_Pair
Diamonds,Jack,Spades,Three,Diamonds,Seven,Clubs,Three,Clubs,Eight,One_Pair
Diamonds,Seven,Clubs,Seven,Diamonds,Five,Clubs,Ace,Hearts,Seven,Three_Kind
Hearts,Eight,Spades,Ten,Hearts,Queen,Diamonds,Ten,Diamonds,Three,One_Pair
Clubs,Queen,Diamonds,Queen,Clubs,Four,Diamonds,Ten,Clubs,Five,One_Pair
Clubs,Nine,Spades,Jack,Diamonds,Five,Hearts,Three,Spades,Four,Nothing
Spades,Ten,Hearts,Six,Spades,Six,Spades,Ace,Clubs,Three,One_Pair
Diamonds,King,Hearts,Jack,Spades,Six,Hearts,Six,Clubs,Two,One_Pair
Clubs,Nine,Diamonds,Jack,Hearts,Four,Diamonds,Ace,Clubs,Seven,Nothing
Hearts,Queen,Clubs,Ten,Spades,Ten,Hearts,Ace,Spades,Four,One_Pair
Clubs,Jack,Hearts,King,Clubs,Ace,Clubs,Ten,Clubs,Two,Nothing
Diamonds,Seven,Diamonds,Queen,Spades,Seven,Diamonds,Three,Diamonds,Jack,One_Pair
Clubs,Four,Clubs,Five,Spades,Queen,Spades,Seven,Clubs,Six,Nothing
Hearts,Nine,Hearts,King,Spades,Six,Diamonds,Three,Diamonds,Jack,Nothing
Diamonds,Nine,Hearts,Two,Spades,Four,Clubs,Ace,Hearts,Four,One_Pair
Hearts,Queen,Spades,Ace,Clubs,Two,Spades,Six,Hearts,Nine,Nothing
Diamonds,Two,Clubs,Nine,Clubs,Six,Spades,King,Diamonds,Jack,Nothing
Spades,Seven,Hearts,Five,Diamonds,Ten,Clubs,Nine,Spades,Ten,One_Pair
Hearts,Nine,Diamonds,Three,Diamonds,Queen,Clubs,Jack,Diamonds,Jack,One_Pair
Hearts,Ace,Diamonds,Eight,Hearts,Three,Hearts,Eight,Diamonds,Seven,One_Pair
Diamonds,Nine,Clubs,Six,Clubs,Ace,Spades,Six,Spades,Five,One_Pair
Clubs,King,Clubs,Three,Spades,Eight,Diamonds,Seven,Clubs,Two,Nothing
Spades,Ten,Spades,Four,Hearts,King,Spades,Jack,Diamonds,Nine,Nothing
Clubs,Nine,Spades,Two,Clubs,Eight,Spades,Five,Hearts,Eight,One_Pair
Clubs,Seven,Hearts,Ace,Diamonds,Nine,Hearts,Eight,Clubs,Ten,Nothing
Spades,Three,Diamonds,Six,Clubs,Four,Diamonds,Three,Diamonds,Eight,One_Pair
Spades,Three,Spades,Ace,Clubs,Five,Spades,King,Clubs,Jack,Nothing
Spades,Nine,Diamonds,Three,Spades,Four,Clubs,Ten,Diamonds,Eight,Nothing
Diamonds,Four,Hearts,Seven,Hearts,Five,Diamonds,Five,Diamonds,Ace,One_Pair
Hearts,Two,Diamonds,King,Hearts,Queen,Spades,Queen,Clubs,Three,One_Pair
Clubs,Queen,Hearts,Ace,Hearts,Five,Clubs,King,Clubs,Ace,One_Pair
Diamonds,Seven,Hearts,King,Clubs,Six,Spades,Seven,Hearts,Jack,One_Pair
Spades,Jack,Diamonds,Queen,Clubs,Jack,Hearts,Six,Clubs,Four,One_Pair
Spades,Queen,Diamonds,Four,Spades,Eight,Spades,Three,Diamonds,Five,Nothing
Hearts,Jack,Diamonds,Ten,Hearts,Two,Clubs,Jack,Clubs,Queen,One_Pair
Hearts,Eight,Diamonds,Jack,Clubs,Nine,Clubs,Queen,Spades,Three,Nothing
Clubs,Ace,Diamonds,Ten,Hearts,King,Clubs,Four,Clubs,King,One_Pair
Hearts,Six,Spades,Queen,Spades,Seven,Clubs,Jack,Hearts,Ace,Nothing
Hearts,Eight,Spades,Nine,Hearts,Queen,Clubs,Seven,Spades,Queen,One_Pair
Hearts,Eight,Clubs,Eight,Spades,Ace,Diamonds,Ten,Hearts,King,One_Pair
Hearts,Queen,Spades,Nine,Clubs,Three,Spades,Jack,Diamonds,Six,Nothing
Clubs,Six,Spades,King,Hearts,Two,Hearts,Jack,Hearts,Eight,Nothing
Spades,Six,Hearts,King,Hearts,Queen,Diamonds,King,Hearts,Seven,One_Pair
Clubs,Ace,Hearts,Ten,Hearts,Two,Clubs,King,Clubs,Five,Nothing
Clubs,Four,Diamonds,Five,Diamonds,Nine,Hearts,Six,Diamonds,King,Nothing
Diamonds,Six,Diamonds,Ace,Spades,King,Clubs,Seven,Diamonds,Five,Nothing
Hearts,Queen,Diamonds,Ace,Clubs,Two,Spades,Queen,Hearts,Four,One_Pair
Clubs,Jack,Spades,Four,Clubs,Five,Clubs,Seven,Clubs,Three,Nothing
Spades,Ten,Diamonds,Nine,Spades,Two,Spades,Ace,Diamonds,Ace,One_Pair
Spades,Seven,Spades,Queen,Clubs,Five,Hearts,Nine,Spades,Four,Nothing
Clubs,Seven,Diamonds,Eight,Hearts,Queen,Clubs,Three,Diamonds,Four,Nothing
Clubs,Two,Clubs,Queen,Spades,Four,Hearts,Eight,Spades,King,Nothing
Hearts,Seven,Diamonds,Jack,Clubs,Seven,Spades,Nine,Diamonds,Three,One_Pair
Spades,Four,Diamonds,Queen,Spades,Jack,Clubs,Five,Spades,Six,Nothing
Hearts,Seven,Clubs,Six,Clubs,Five,Spades,Seven,Spades,Six,Two_Pairs
Clubs,Two,Diamonds,Seven,Spades,King,Diamonds,King,Spades,Queen,One_Pair
Diamonds,Five,Spades,Queen,Clubs,Queen,Diamonds,Six,Hearts,Three,One_Pair
Spades,Two,Spades,Three,Diamonds,Three,Clubs,Nine,Spades,Nine,Two_Pairs
Diamonds,Five,Diamonds,Four,Spades,King,Hearts,Seven,Hearts,Four,One_Pair
Clubs,Seven,Hearts,Nine,Spades,Five,Diamonds,Jack,Spades,Two,Nothing
Spades,Ace,Hearts,King,Clubs,King,Clubs,Ten,Clubs,Jack,One_Pair
Hearts,Three,Diamonds,Ace,Spades,Two,Spades,Six,Spades,Queen,Nothing
Spades,Six,Hearts,Two,Hearts,Three,Clubs,Eight,Spades,Seven,Nothing
Diamonds,Eight,Diamonds,Jack,Hearts,Two,Clubs,Nine,Hearts,Five,Nothing
Diamonds,Ace,Hearts,Three,Spades,Eight,Spades,Five,Diamonds,Two,Nothing
Clubs,Ten,Hearts,Four,Spades,Seven,Spades,Two,Clubs,Six,Nothing
Spades,Ace,Clubs,King,Spades,Three,Diamonds,Ten,Hearts,Three,One_Pair
Diamonds,King,Spades,Two,Spades,Eight,Clubs,Seven,Spades,Jack,Nothing
Diamonds,King,Clubs,Eight,Spades,Eight,Hearts,King,Hearts,Eight,Full_House
Clubs,Four,Spades,Eight,Clubs,Eight,Hearts,Six,Diamonds,Ace,One_Pair
Spades,Ten,Clubs,Five,Clubs,Six,Spades,Eight,Spades,Six,One_Pair
Diamonds,Five,Clubs,Jack,Spades,King,Clubs,Six,Hearts,Eight,Nothing
Diamonds,Two,Hearts,Nine,Clubs,Nine,Spades,Ace,Hearts,Six,One_Pair
Spades,Five,Diamonds,Nine,Spades,Ten,Spades,Six,Clubs,Queen,Nothing
Clubs,Jack,Hearts,Nine,Diamonds,Five,Clubs,Queen,Clubs,Three,Nothing
Diamonds,Queen,Diamonds,Seven,Spades,Ten,Clubs,Four,Diamonds,Three,Nothing
Diamonds,Queen,Diamonds,Two,Diamonds,Four,Clubs,Seven,Clubs,King,Nothing
Diamonds,Two,Diamonds,Ten,Hearts,Jack,Spades,Nine,Diamonds,Nine,One_Pair
Spades,Two,Hearts,Two,Diamonds,Eight,Spades,Eight,Spades,King,Two_Pairs
Clubs,Ten,Spades,Queen,Hearts,King,Clubs,Seven,Clubs,Nine,Nothing
Clubs,Ace,Spades,Two,Spades,King,Spades,Eight,Hearts,Six,Nothing
Hearts,Ten,Spades,Four,Diamonds,Six,Hearts,Queen,Clubs,Ten,One_Pair
Spades,Queen,Hearts,Eight,Diamonds,Six,Spades,Seven,Clubs,Five,Nothing
Clubs,Eight,Hearts,Two,Spades,Six,Diamonds,Nine,Spades,Two,One_Pair
Clubs,Seven,Diamonds,Five,Clubs,Six,Diamonds,Ace,Spades,Two,Nothing
Diamonds,Three,Hearts,Ace,Clubs,Queen,Diamonds,Eight,Clubs,Six,Nothing
Diamonds,Ten,Clubs,Two,Hearts,Seven,Clubs,Ace,Spades,King,Nothing
Spades,Five,Hearts,Five,Spades,King,Spades,Three,Diamonds,King,Two_Pairs
Diamonds,Seven,Hearts,King,Diamonds,Ten,Hearts,Eight,Hearts,Jack,Nothing
Diamonds,Ten,Diamonds,Ace,Spades,Two,Hearts,Four,Clubs,Ace,One_Pair
Hearts,Ace,Hearts,Six,Clubs,Seven,Clubs,King,Hearts,Two,Nothing
Clubs,Four,Spades,Four,Diamonds,Eight,Clubs,Nine,Diamonds,Two,One_Pair
Spades,Eight,Hearts,Two,Diamonds,Queen,Hearts,Nine,Hearts,Six,Nothing
Diamonds,Jack,Spades,Five,Spades,Ace,Clubs,Five,Hearts,Seven,One_Pair
Hearts,Five,Diamonds,Four,Diamonds,Nine,Spades,Three,Clubs,Seven,Nothing
Spades,Four,Diamonds,Eight,Spades,King,Diamonds,Jack,Hearts,Four,One_Pair
Spades,Four,Spades,King,Diamonds,Ten,Clubs,Queen,Spades,Queen,One_Pair
Clubs,Five,Clubs,Seven,Diamonds,Ten,Spades,Jack,Diamonds,Two,Nothing
Clubs,Four,Clubs,King,Hearts,Five,Hearts,Two,Spades,Jack,Nothing
Clubs,Jack,Spades,Five,Spades,Four,Diamonds,Five,Diamonds,Ten,One_Pair
Hearts,Eight,Clubs,Queen,Diamonds,Nine,Spades,Two,Hearts,Four,Nothing
Clubs,Nine,Clubs,Six,Diamonds,Two,Spades,Jack,Spades,Ace,Nothing
Hearts,Queen,Clubs,Jack,Clubs,Nine,Hearts,Jack,Clubs,Five,One_Pair
Diamonds,Ace,Spades,Three,Diamonds,Six,Spades,Five,Diamonds,Ten,Nothing
Diamonds,Six,Hearts,Two,Diamonds,Eight,Diamonds,King,Diamonds,Three,Nothing
Diamonds,Ace,Hearts,Seven,Diamonds,Ten,Diamonds,Five,Clubs,Two,Nothing
Hearts,Four,Hearts,Queen,Spades,Jack,Hearts,Five,Clubs,Eight,Nothing
Diamonds,Ten,Clubs,Two,Clubs,Five,Diamonds,King,Clubs,Eight,Nothing
Clubs,Seven,Clubs,Nine,Diamonds,Jack,Hearts,Queen,Hearts,Eight,Nothing
Diamonds,Two,Hearts,Seven,Spades,Eight,Spades,King,Hearts,Six,Nothing
Hearts,Eight,Clubs,Four,Diamonds,Three,Diamonds,King,Diamonds,Five,Nothing
